CookerStat, GenerateAssetRegistry=0.027560, Initialize=0.182897, RunGuid=RunIDDAEEF693E548A1FDD31F378378CB2A87
DDCTransactionIdCEE9C5E202476A6D4FEDA8B122E7F2F5_0, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_B5AE48C843626C60D26728B361A98217_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000000000000000100000100040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.05.06-10.20.58, Duration=3401.276855, RunGuid=RunIDDAEEF693E548A1FDD31F378378CB2A87
DDCTransactionId44CD01686F4CF0628E1F59B403E9F373_0, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_B5AE48C843626C60D26728B361A98217___3A2EE3FB0CB0FADFF01050EB26DE08E588A44547, StartTime=2016.05.06-10.21.01, HierarchicalDDC=, DataSize=16777477, Duration=399.761047, RunGuid=RunIDDAEEF693E548A1FDD31F378378CB2A87
SavePackageTransactionId3B4B31DD1C45FDB93ED22D8329C88A4C_47, Filename=../../../../../../nonnewaugart/UnrealProject/MechProject/Content/ThirdPerson/MechaInsurgent/mechinsurgentSRIGEXPORT_380.uasset, AutoPackageBackupDelegate=26.512415, FlushAsyncLoading=0.010658, FlushStreamingFunc=0.106070, BlockTillAllRequestsFinished=0.006236, ResetLoadersForSaveUnMarkAllObjects=0.440717, TagPackageExports=4.082665, BeginCacheForCookedPlatformData=0.002019, SerializeImports=4.065003, GatherLocalizableTextData=0.984337, MarkNames=0.015870, SerializeSummary=0.011846, SerializeNames=0.272918, SerializeGatherableTextData=0.002336, BuildExportMap=0.086963, SortExportsNonSeekfree=0.047002, SortExportsSeekfreeConstructor=0.014983, SortExportsSeekfreeInner=4.604336, SortExportsSeekfree=0.003148, BuildDependencyMap=0.008576, SerializeImportMap=0.014167, SerializeExportMap=0.005379, SerializeDependencyMap=0.001360, SerializeStringAssetReferenceMap=0.001743, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.152428, SerializeExports=29.197119, SerializeBulkData=0.591174, MoveFile=27.781029, UnaccountedTime=0.489846, RunGuid=RunIDDAEEF693E548A1FDD31F378378CB2A87
SavePackageTransactionId3B4B31DD1C45FDB93ED22D8329C88A4C_48, Filename=../../../../../../nonnewaugart/UnrealProject/MechProject/Content/ThirdPerson/MechaInsurgent/1-head.uasset, AutoPackageBackupDelegate=0.066429, FlushAsyncLoading=0.003360, FlushStreamingFunc=0.077192, BlockTillAllRequestsFinished=0.006635, ResetLoadersForSaveUnMarkAllObjects=0.169769, TagPackageExports=0.027660, BeginCacheForCookedPlatformData=0.001464, SerializeImports=31.200588, GatherLocalizableTextData=0.280928, MarkNames=0.006158, SerializeSummary=0.009682, SerializeNames=0.025608, SerializeGatherableTextData=0.003699, BuildExportMap=0.012919, SortExportsNonSeekfree=0.006374, SortExportsSeekfreeConstructor=0.008292, SortExportsSeekfreeInner=0.328921, SortExportsSeekfree=0.002462, BuildDependencyMap=0.005301, SerializeImportMap=0.005256, SerializeExportMap=0.004280, SerializeDependencyMap=0.001255, SerializeStringAssetReferenceMap=0.002217, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.914362, SerializeExports=0.089262, SerializeBulkData=0.004407, MoveFile=0.604872, UnaccountedTime=0.476226, RunGuid=RunIDDAEEF693E548A1FDD31F378378CB2A87
SavePackageTransactionId3B4B31DD1C45FDB93ED22D8329C88A4C_49, Filename=../../../../../../nonnewaugart/UnrealProject/MechProject/Content/ThirdPerson/MechaInsurgent/Hand.uasset, AutoPackageBackupDelegate=0.058956, FlushAsyncLoading=0.003230, FlushStreamingFunc=0.068817, BlockTillAllRequestsFinished=0.004835, ResetLoadersForSaveUnMarkAllObjects=0.172995, TagPackageExports=0.028368, BeginCacheForCookedPlatformData=0.001438, SerializeImports=0.181068, GatherLocalizableTextData=0.284251, MarkNames=0.007790, SerializeSummary=0.011064, SerializeNames=0.033244, SerializeGatherableTextData=0.004455, BuildExportMap=0.015806, SortExportsNonSeekfree=0.014760, SortExportsSeekfreeConstructor=0.008490, SortExportsSeekfreeInner=0.329707, SortExportsSeekfree=0.002444, BuildDependencyMap=0.005413, SerializeImportMap=0.004854, SerializeExportMap=0.004083, SerializeDependencyMap=0.001281, SerializeStringAssetReferenceMap=0.001717, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.519048, SerializeExports=0.081997, SerializeBulkData=0.004128, MoveFile=0.562992, UnaccountedTime=0.608690, RunGuid=RunIDDAEEF693E548A1FDD31F378378CB2A87
SavePackageTransactionId3B4B31DD1C45FDB93ED22D8329C88A4C_50, Filename=../../../../../../nonnewaugart/UnrealProject/MechProject/Content/ThirdPerson/MechaInsurgent/Utility2.uasset, AutoPackageBackupDelegate=0.052486, FlushAsyncLoading=0.003334, FlushStreamingFunc=0.069097, BlockTillAllRequestsFinished=0.004448, ResetLoadersForSaveUnMarkAllObjects=0.173997, TagPackageExports=0.032071, BeginCacheForCookedPlatformData=0.001535, SerializeImports=0.199541, GatherLocalizableTextData=0.293005, MarkNames=0.006791, SerializeSummary=0.009634, SerializeNames=0.029691, SerializeGatherableTextData=0.004277, BuildExportMap=0.016030, SortExportsNonSeekfree=0.007041, SortExportsSeekfreeConstructor=0.009265, SortExportsSeekfreeInner=0.362564, SortExportsSeekfree=0.002671, BuildDependencyMap=0.006039, SerializeImportMap=0.004999, SerializeExportMap=0.004165, SerializeDependencyMap=0.001434, SerializeStringAssetReferenceMap=0.001960, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.570544, SerializeExports=0.082470, SerializeBulkData=0.004224, MoveFile=0.316165, UnaccountedTime=0.428915, RunGuid=RunIDDAEEF693E548A1FDD31F378378CB2A87
SavePackageTransactionId3B4B31DD1C45FDB93ED22D8329C88A4C_51, Filename=../../../../../../nonnewaugart/UnrealProject/MechProject/Content/ThirdPerson/MechaInsurgent/Cable.uasset, AutoPackageBackupDelegate=0.047348, FlushAsyncLoading=0.003241, FlushStreamingFunc=0.081994, BlockTillAllRequestsFinished=0.007123, ResetLoadersForSaveUnMarkAllObjects=0.180174, TagPackageExports=0.028472, BeginCacheForCookedPlatformData=0.001475, SerializeImports=0.184201, GatherLocalizableTextData=0.264909, MarkNames=0.006016, SerializeSummary=0.009220, SerializeNames=0.025030, SerializeGatherableTextData=0.003655, BuildExportMap=0.012640, SortExportsNonSeekfree=0.006162, SortExportsSeekfreeConstructor=0.008181, SortExportsSeekfreeInner=0.327937, SortExportsSeekfree=0.002418, BuildDependencyMap=0.005286, SerializeImportMap=0.005122, SerializeExportMap=0.004202, SerializeDependencyMap=0.001293, SerializeStringAssetReferenceMap=0.001837, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.626193, SerializeExports=0.138029, SerializeBulkData=0.004925, MoveFile=0.614669, UnaccountedTime=0.473447, RunGuid=RunIDDAEEF693E548A1FDD31F378378CB2A87
SavePackageTransactionId3B4B31DD1C45FDB93ED22D8329C88A4C_52, Filename=../../../../../../nonnewaugart/UnrealProject/MechProject/Content/ThirdPerson/MechaInsurgent/1-Arm.uasset, AutoPackageBackupDelegate=0.047699, FlushAsyncLoading=0.003092, FlushStreamingFunc=0.087950, BlockTillAllRequestsFinished=0.007249, ResetLoadersForSaveUnMarkAllObjects=0.172745, TagPackageExports=0.036459, BeginCacheForCookedPlatformData=0.001386, SerializeImports=0.204451, GatherLocalizableTextData=0.365127, MarkNames=0.007283, SerializeSummary=0.009257, SerializeNames=0.037532, SerializeGatherableTextData=0.004265, BuildExportMap=0.016142, SortExportsNonSeekfree=0.009995, SortExportsSeekfreeConstructor=0.008222, SortExportsSeekfreeInner=0.435904, SortExportsSeekfree=0.002291, BuildDependencyMap=0.006143, SerializeImportMap=0.006329, SerializeExportMap=0.005007, SerializeDependencyMap=0.001289, SerializeStringAssetReferenceMap=0.001721, SaveThumbNailsAssetRegistryDataWorldLevelInfo=8.228250, SerializeExports=0.147220, SerializeBulkData=0.004590, MoveFile=0.333432, UnaccountedTime=0.595700, RunGuid=RunIDDAEEF693E548A1FDD31F378378CB2A87
SavePackageTransactionId3B4B31DD1C45FDB93ED22D8329C88A4C_53, Filename=../../../../../../nonnewaugart/UnrealProject/MechProject/Content/ThirdPerson/MechaInsurgent/Arm_Diff_Decal.uasset, AutoPackageBackupDelegate=0.053413, FlushAsyncLoading=0.003427, FlushStreamingFunc=0.081424, BlockTillAllRequestsFinished=0.006806, ResetLoadersForSaveUnMarkAllObjects=0.196718, TagPackageExports=0.075083, BeginCacheForCookedPlatformData=0.001781, SerializeImports=1.417100, GatherLocalizableTextData=0.056352, MarkNames=0.005078, SerializeSummary=0.009831, SerializeNames=0.020962, SerializeGatherableTextData=0.001471, BuildExportMap=0.009775, SortExportsNonSeekfree=0.005167, SortExportsSeekfreeConstructor=0.008434, SortExportsSeekfreeInner=0.136461, SortExportsSeekfree=0.002503, BuildDependencyMap=0.004560, SerializeImportMap=0.016928, SerializeExportMap=0.005152, SerializeDependencyMap=0.001289, SerializeStringAssetReferenceMap=0.002101, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.648423, SerializeExports=0.084709, SerializeBulkData=7.740099, MoveFile=43.435398, UnaccountedTime=0.435889, RunGuid=RunIDDAEEF693E548A1FDD31F378378CB2A87
SavePackageTransactionId3B4B31DD1C45FDB93ED22D8329C88A4C_54, Filename=../../../../../../nonnewaugart/UnrealProject/MechProject/Content/ThirdPerson/MechaInsurgent/1-Leg.uasset, AutoPackageBackupDelegate=0.050403, FlushAsyncLoading=0.003245, FlushStreamingFunc=0.094038, BlockTillAllRequestsFinished=0.004929, ResetLoadersForSaveUnMarkAllObjects=14.437508, TagPackageExports=0.031963, BeginCacheForCookedPlatformData=0.001587, SerializeImports=0.235271, GatherLocalizableTextData=0.323568, MarkNames=0.006165, SerializeSummary=0.009216, SerializeNames=0.025291, SerializeGatherableTextData=0.003964, BuildExportMap=0.013046, SortExportsNonSeekfree=0.006370, SortExportsSeekfreeConstructor=0.008397, SortExportsSeekfreeInner=0.341285, SortExportsSeekfree=0.002798, BuildDependencyMap=0.005942, SerializeImportMap=0.005677, SerializeExportMap=0.004597, SerializeDependencyMap=0.001386, SerializeStringAssetReferenceMap=0.001915, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.006526, SerializeExports=0.097860, SerializeBulkData=0.005070, MoveFile=13.985407, UnaccountedTime=0.448398, RunGuid=RunIDDAEEF693E548A1FDD31F378378CB2A87
SavePackageTransactionId3B4B31DD1C45FDB93ED22D8329C88A4C_55, Filename=../../../../../../nonnewaugart/UnrealProject/MechProject/Content/ThirdPerson/MechaInsurgent/knife_actor.uasset, AutoPackageBackupDelegate=0.054851, FlushAsyncLoading=0.003070, FlushStreamingFunc=0.076916, BlockTillAllRequestsFinished=0.006441, ResetLoadersForSaveUnMarkAllObjects=0.171233, TagPackageExports=2.200220, BeginCacheForCookedPlatformData=0.002448, SerializeImports=2.332740, GatherLocalizableTextData=1.245890, MarkNames=0.017237, SerializeSummary=0.009812, SerializeNames=0.088688, SerializeGatherableTextData=0.006251, BuildExportMap=0.057269, SortExportsNonSeekfree=0.071011, SortExportsSeekfreeConstructor=0.008199, SortExportsSeekfreeInner=6.373402, SortExportsSeekfree=0.005361, BuildDependencyMap=0.019833, SerializeImportMap=0.009164, SerializeExportMap=0.009835, SerializeDependencyMap=0.003606, SerializeStringAssetReferenceMap=0.002444, SaveThumbNailsAssetRegistryDataWorldLevelInfo=5.079769, SerializeExports=2.562981, SerializeBulkData=0.005316, MoveFile=0.296332, UnaccountedTime=0.426278, RunGuid=RunIDDAEEF693E548A1FDD31F378378CB2A87
SavePackageTransactionId3B4B31DD1C45FDB93ED22D8329C88A4C_56, Filename=../../../../../../nonnewaugart/UnrealProject/MechProject/Content/ThirdPerson/MechaInsurgent/1-Torso.uasset, AutoPackageBackupDelegate=0.056766, FlushAsyncLoading=0.003174, FlushStreamingFunc=0.082899, BlockTillAllRequestsFinished=0.007398, ResetLoadersForSaveUnMarkAllObjects=0.176121, TagPackageExports=0.028178, BeginCacheForCookedPlatformData=0.001404, SerializeImports=0.184137, GatherLocalizableTextData=0.260860, MarkNames=0.005979, SerializeSummary=0.009000, SerializeNames=0.025053, SerializeGatherableTextData=0.003822, BuildExportMap=0.012785, SortExportsNonSeekfree=0.006344, SortExportsSeekfreeConstructor=0.008252, SortExportsSeekfreeInner=0.361335, SortExportsSeekfree=0.002362, BuildDependencyMap=0.005480, SerializeImportMap=0.005685, SerializeExportMap=0.004478, SerializeDependencyMap=0.001296, SerializeStringAssetReferenceMap=0.001743, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.831475, SerializeExports=0.095993, SerializeBulkData=0.004955, MoveFile=0.298720, UnaccountedTime=0.478044, RunGuid=RunIDDAEEF693E548A1FDD31F378378CB2A87
SavePackageTransactionId3B4B31DD1C45FDB93ED22D8329C88A4C_57, Filename=../../../../../../nonnewaugart/UnrealProject/MechProject/Content/ThirdPerson/MechaInsurgent/1-BackBack.uasset, AutoPackageBackupDelegate=0.048190, FlushAsyncLoading=0.003256, FlushStreamingFunc=0.067394, BlockTillAllRequestsFinished=0.004727, ResetLoadersForSaveUnMarkAllObjects=0.177260, TagPackageExports=0.028588, BeginCacheForCookedPlatformData=0.001408, SerializeImports=0.179287, GatherLocalizableTextData=0.435084, MarkNames=0.007153, SerializeSummary=0.009153, SerializeNames=0.025526, SerializeGatherableTextData=0.003830, BuildExportMap=0.012625, SortExportsNonSeekfree=0.006497, SortExportsSeekfreeConstructor=0.008132, SortExportsSeekfreeInner=0.345930, SortExportsSeekfree=0.002619, BuildDependencyMap=0.005908, SerializeImportMap=0.005241, SerializeExportMap=0.004292, SerializeDependencyMap=0.001367, SerializeStringAssetReferenceMap=0.001930, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.703001, SerializeExports=0.082940, SerializeBulkData=0.004254, MoveFile=0.292156, UnaccountedTime=0.585072, RunGuid=RunIDDAEEF693E548A1FDD31F378378CB2A87
SavePackageTransactionId3B4B31DD1C45FDB93ED22D8329C88A4C_58, Filename=../../../../../../nonnewaugart/UnrealProject/MechProject/Content/ThirdPerson/MechaInsurgent/Insurgent_Cloth.uasset, AutoPackageBackupDelegate=0.052616, FlushAsyncLoading=0.003472, FlushStreamingFunc=0.075985, BlockTillAllRequestsFinished=0.007305, ResetLoadersForSaveUnMarkAllObjects=0.188462, TagPackageExports=0.031266, BeginCacheForCookedPlatformData=0.001561, SerializeImports=0.199616, GatherLocalizableTextData=0.278614, MarkNames=0.005893, SerializeSummary=0.009097, SerializeNames=0.025187, SerializeGatherableTextData=0.003837, BuildExportMap=0.012629, SortExportsNonSeekfree=0.006516, SortExportsSeekfreeConstructor=0.008300, SortExportsSeekfreeInner=0.320327, SortExportsSeekfree=0.002399, BuildDependencyMap=0.005264, SerializeImportMap=0.006638, SerializeExportMap=0.012189, SerializeDependencyMap=0.001278, SerializeStringAssetReferenceMap=0.001714, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.053718, SerializeExports=0.119075, SerializeBulkData=0.005119, MoveFile=0.294145, UnaccountedTime=0.443060, RunGuid=RunIDDAEEF693E548A1FDD31F378378CB2A87
SavePackageTransactionId3B4B31DD1C45FDB93ED22D8329C88A4C_59, Filename=../../../../../../nonnewaugart/UnrealProject/MechProject/Content/ThirdPerson/MechaInsurgent/1_kev_.uasset, AutoPackageBackupDelegate=0.054885, FlushAsyncLoading=0.003014, FlushStreamingFunc=0.076879, BlockTillAllRequestsFinished=0.006583, ResetLoadersForSaveUnMarkAllObjects=0.169151, TagPackageExports=0.027664, BeginCacheForCookedPlatformData=0.001397, SerializeImports=0.183251, GatherLocalizableTextData=0.258971, MarkNames=0.005927, SerializeSummary=0.009455, SerializeNames=0.025339, SerializeGatherableTextData=0.003643, BuildExportMap=0.013120, SortExportsNonSeekfree=0.006232, SortExportsSeekfreeConstructor=0.008062, SortExportsSeekfreeInner=0.328168, SortExportsSeekfree=0.002455, BuildDependencyMap=0.005100, SerializeImportMap=0.005681, SerializeExportMap=0.004508, SerializeDependencyMap=0.001252, SerializeStringAssetReferenceMap=0.001725, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.861709, SerializeExports=0.090290, SerializeBulkData=0.004284, MoveFile=0.528187, UnaccountedTime=0.414822, RunGuid=RunIDDAEEF693E548A1FDD31F378378CB2A87
SavePackageTransactionId3B4B31DD1C45FDB93ED22D8329C88A4C_60, Filename=../../../../../../nonnewaugart/UnrealProject/MechProject/Content/ThirdPerson/MechaInsurgent/1_alum_.uasset, AutoPackageBackupDelegate=0.052452, FlushAsyncLoading=0.003416, FlushStreamingFunc=0.079479, BlockTillAllRequestsFinished=0.007205, ResetLoadersForSaveUnMarkAllObjects=0.188239, TagPackageExports=0.031602, BeginCacheForCookedPlatformData=0.001516, SerializeImports=0.200428, GatherLocalizableTextData=0.289597, MarkNames=0.006672, SerializeSummary=0.009809, SerializeNames=0.028141, SerializeGatherableTextData=0.003964, BuildExportMap=0.013962, SortExportsNonSeekfree=0.006776, SortExportsSeekfreeConstructor=0.009112, SortExportsSeekfreeInner=0.352547, SortExportsSeekfree=0.002418, BuildDependencyMap=0.005331, SerializeImportMap=0.004958, SerializeExportMap=0.004102, SerializeDependencyMap=0.001285, SerializeStringAssetReferenceMap=0.001807, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.059842, SerializeExports=0.082266, SerializeBulkData=0.004321, MoveFile=0.316620, UnaccountedTime=0.363797, RunGuid=RunIDDAEEF693E548A1FDD31F378378CB2A87
SavePackageTransactionId3B4B31DD1C45FDB93ED22D8329C88A4C_61, Filename=../../../../../../nonnewaugart/UnrealProject/MechProject/Content/ThirdPerson/MechaInsurgent/Material_005.uasset, AutoPackageBackupDelegate=0.055950, FlushAsyncLoading=0.003207, FlushStreamingFunc=0.068896, BlockTillAllRequestsFinished=0.004821, ResetLoadersForSaveUnMarkAllObjects=0.174344, TagPackageExports=0.028562, BeginCacheForCookedPlatformData=0.001524, SerializeImports=0.176974, GatherLocalizableTextData=0.265550, MarkNames=0.006117, SerializeSummary=0.008989, SerializeNames=0.026885, SerializeGatherableTextData=0.003871, BuildExportMap=0.013091, SortExportsNonSeekfree=0.006687, SortExportsSeekfreeConstructor=0.007972, SortExportsSeekfreeInner=0.327919, SortExportsSeekfree=0.002373, BuildDependencyMap=0.005323, SerializeImportMap=0.005130, SerializeExportMap=0.004146, SerializeDependencyMap=0.001311, SerializeStringAssetReferenceMap=0.001762, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.813754, SerializeExports=0.082687, SerializeBulkData=0.004292, MoveFile=0.282630, UnaccountedTime=0.402011, RunGuid=RunIDDAEEF693E548A1FDD31F378378CB2A87
SavePackageTransactionId3B4B31DD1C45FDB93ED22D8329C88A4C_62, Filename=../../../../../../nonnewaugart/UnrealProject/MechProject/Content/ThirdPerson/MechaInsurgent/knife_Export_PhysicsAsset.uasset, AutoPackageBackupDelegate=0.049170, FlushAsyncLoading=0.003416, FlushStreamingFunc=0.112128, BlockTillAllRequestsFinished=0.006847, ResetLoadersForSaveUnMarkAllObjects=0.200335, TagPackageExports=0.027657, BeginCacheForCookedPlatformData=0.001770, SerializeImports=0.210252, GatherLocalizableTextData=0.080355, MarkNames=0.005588, SerializeSummary=0.009779, SerializeNames=0.028074, SerializeGatherableTextData=0.001471, BuildExportMap=0.010110, SortExportsNonSeekfree=0.005368, SortExportsSeekfreeConstructor=0.008978, SortExportsSeekfreeInner=0.241116, SortExportsSeekfree=0.002615, BuildDependencyMap=0.005201, SerializeImportMap=0.004955, SerializeExportMap=0.003964, SerializeDependencyMap=0.001345, SerializeStringAssetReferenceMap=0.002492, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.036124, SerializeExports=0.081163, SerializeBulkData=0.004649, MoveFile=0.300314, UnaccountedTime=0.380009, RunGuid=RunIDDAEEF693E548A1FDD31F378378CB2A87
SavePackageTransactionId3B4B31DD1C45FDB93ED22D8329C88A4C_63, Filename=../../../../../../nonnewaugart/UnrealProject/MechProject/Content/ThirdPerson/MechaInsurgent/knife_Export_Skeleton.uasset, AutoPackageBackupDelegate=0.052292, FlushAsyncLoading=0.003241, FlushStreamingFunc=0.084322, BlockTillAllRequestsFinished=0.006299, ResetLoadersForSaveUnMarkAllObjects=0.189040, TagPackageExports=0.012185, BeginCacheForCookedPlatformData=0.001434, SerializeImports=0.192076, GatherLocalizableTextData=0.030525, MarkNames=0.004962, SerializeSummary=0.009775, SerializeNames=0.018869, SerializeGatherableTextData=0.001658, BuildExportMap=0.008799, SortExportsNonSeekfree=0.003859, SortExportsSeekfreeConstructor=0.009619, SortExportsSeekfreeInner=0.093933, SortExportsSeekfree=0.002686, BuildDependencyMap=0.004414, SerializeImportMap=0.005007, SerializeExportMap=0.003651, SerializeDependencyMap=0.001296, SerializeStringAssetReferenceMap=0.002440, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.026215, SerializeExports=0.048738, SerializeBulkData=0.005059, MoveFile=0.352167, UnaccountedTime=0.400860, RunGuid=RunIDDAEEF693E548A1FDD31F378378CB2A87
SavePackageTransactionId3B4B31DD1C45FDB93ED22D8329C88A4C_64, Filename=../../../../../../nonnewaugart/UnrealProject/MechProject/Content/ThirdPersonBP/Maps/TutorialCourse.umap, AutoPackageBackupDelegate=59.225121, FlushAsyncLoading=0.009559, FlushStreamingFunc=0.103161, BlockTillAllRequestsFinished=0.004936, ResetLoadersForSaveUnMarkAllObjects=0.221375, TagPackageExports=2.220783, BeginCacheForCookedPlatformData=0.005294, SerializeImports=21.895967, GatherLocalizableTextData=18.239017, MarkNames=0.118077, SerializeSummary=0.014719, SerializeNames=0.511125, SerializeGatherableTextData=0.066210, BuildExportMap=0.432998, SortExportsNonSeekfree=0.747938, SortExportsSeekfreeConstructor=0.064757, SortExportsSeekfreeInner=37.331463, SortExportsSeekfree=0.008497, BuildDependencyMap=0.120535, SerializeImportMap=0.070825, SerializeExportMap=0.045229, SerializeDependencyMap=0.019550, SerializeStringAssetReferenceMap=0.002433, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.433868, SerializeExports=5.748954, SerializeBulkData=15.153848, MoveFile=42.362942, UnaccountedTime=1.381315, RunGuid=RunIDDAEEF693E548A1FDD31F378378CB2A87
SavePackageTransactionId3B4B31DD1C45FDB93ED22D8329C88A4C_65, Filename=../../../../../../nonnewaugart/UnrealProject/MechProject/Content/ThirdPerson/MechaInsurgent/MechChara.uasset, AutoPackageBackupDelegate=139.897980, FlushAsyncLoading=0.011157, FlushStreamingFunc=0.085115, BlockTillAllRequestsFinished=0.004984, ResetLoadersForSaveUnMarkAllObjects=1.104750, TagPackageExports=734.081665, BeginCacheForCookedPlatformData=0.007316, SerializeImports=720.338501, GatherLocalizableTextData=196.605392, MarkNames=1.393359, SerializeSummary=0.021242, SerializeNames=2.398323, SerializeGatherableTextData=2.739120, BuildExportMap=3.179803, SortExportsNonSeekfree=83.933945, SortExportsSeekfreeConstructor=0.024971, SortExportsSeekfreeInner=885.128845, SortExportsSeekfree=0.009559, BuildDependencyMap=5.224798, SerializeImportMap=0.069093, SerializeExportMap=1.308795, SerializeDependencyMap=0.313502, SerializeStringAssetReferenceMap=0.004597, SaveThumbNailsAssetRegistryDataWorldLevelInfo=82.367653, SerializeExports=862.884827, SerializeBulkData=0.012200, MoveFile=43.546280, UnaccountedTime=1.475643, RunGuid=RunIDDAEEF693E548A1FDD31F378378CB2A87
SavePackageTransactionId3B4B31DD1C45FDB93ED22D8329C88A4C_66, Filename=../../../../../../nonnewaugart/UnrealProject/MechProject/Content/ThirdPerson/MechaInsurgent/MechSurgAnim.uasset, AutoPackageBackupDelegate=61.406708, FlushAsyncLoading=0.010516, FlushStreamingFunc=0.079907, BlockTillAllRequestsFinished=0.004929, ResetLoadersForSaveUnMarkAllObjects=0.252746, TagPackageExports=321.523621, BeginCacheForCookedPlatformData=0.008091, SerializeImports=337.161652, GatherLocalizableTextData=93.629883, MarkNames=0.604782, SerializeSummary=0.017989, SerializeNames=1.809236, SerializeGatherableTextData=1.922194, BuildExportMap=1.475237, SortExportsNonSeekfree=36.003799, SortExportsSeekfreeConstructor=0.016484, SortExportsSeekfreeInner=315.918274, SortExportsSeekfree=0.009116, BuildDependencyMap=1.890574, SerializeImportMap=0.048779, SerializeExportMap=0.506282, SerializeDependencyMap=0.108395, SerializeStringAssetReferenceMap=0.003502, SaveThumbNailsAssetRegistryDataWorldLevelInfo=38.817612, SerializeExports=334.383087, SerializeBulkData=0.011597, MoveFile=1.146074, UnaccountedTime=1.006082, RunGuid=RunIDDAEEF693E548A1FDD31F378378CB2A87
SavePackageTransactionId3B4B31DD1C45FDB93ED22D8329C88A4C_67, Filename=../../../../../../nonnewaugart/UnrealProject/MechProject/Content/ThirdPerson/MechaInsurgent/mechinsurgentSRIGEXPORT_380_Skeleton.uasset, AutoPackageBackupDelegate=45.180504, FlushAsyncLoading=0.007976, FlushStreamingFunc=0.127614, BlockTillAllRequestsFinished=0.007346, ResetLoadersForSaveUnMarkAllObjects=0.229649, TagPackageExports=0.077762, BeginCacheForCookedPlatformData=0.001460, SerializeImports=0.360426, GatherLocalizableTextData=0.471681, MarkNames=0.011243, SerializeSummary=0.011545, SerializeNames=0.295259, SerializeGatherableTextData=0.002526, BuildExportMap=0.022907, SortExportsNonSeekfree=0.048444, SortExportsSeekfreeConstructor=0.008952, SortExportsSeekfreeInner=0.348456, SortExportsSeekfree=0.002872, BuildDependencyMap=0.008561, SerializeImportMap=0.010509, SerializeExportMap=0.006240, SerializeDependencyMap=0.001624, SerializeStringAssetReferenceMap=0.002373, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.109069, SerializeExports=1.325872, SerializeBulkData=0.005022, MoveFile=0.325810, UnaccountedTime=0.344664, RunGuid=RunIDDAEEF693E548A1FDD31F378378CB2A87
SavePackageTransactionId3B4B31DD1C45FDB93ED22D8329C88A4C_68, Filename=../../../../../../nonnewaugart/UnrealProject/MechProject/Content/ThirdPerson/MechaInsurgent/mechinsurgentSRIGEXPORT_380.uasset, AutoPackageBackupDelegate=47.934334, FlushAsyncLoading=0.010908, FlushStreamingFunc=0.119153, BlockTillAllRequestsFinished=0.005681, ResetLoadersForSaveUnMarkAllObjects=0.225414, TagPackageExports=4.021838, BeginCacheForCookedPlatformData=0.002019, SerializeImports=4.220933, GatherLocalizableTextData=0.923146, MarkNames=0.015121, SerializeSummary=0.011306, SerializeNames=0.298195, SerializeGatherableTextData=0.002444, BuildExportMap=0.087753, SortExportsNonSeekfree=0.008311, SortExportsSeekfreeConstructor=0.009194, SortExportsSeekfreeInner=4.590027, SortExportsSeekfree=0.002902, BuildDependencyMap=0.008475, SerializeImportMap=0.015471, SerializeExportMap=0.005640, SerializeDependencyMap=0.001352, SerializeStringAssetReferenceMap=0.001810, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.101797, SerializeExports=24.139040, SerializeBulkData=0.659984, MoveFile=29.689178, UnaccountedTime=0.361204, RunGuid=RunIDDAEEF693E548A1FDD31F378378CB2A87
